AT1G15580,AT1G01380
AT1G21910,AT1G01380
AT1G47870,AT1G01380
AT1G61730,AT1G01380
AT1G71130,AT1G01380
AT2G44730,AT1G01380
AT3G19290,AT1G01380
AT5G05410,AT1G01380
AT5G18830,AT1G01380
AT5G44210,AT1G01380
AT1G61730,AT1G03840
AT2G26940,AT1G03840
AT4G30935,AT1G03840
AT5G14000,AT1G03840
AT1G12610,AT1G04240
AT1G12630,AT1G04240
AT1G13960,AT1G04240
AT1G21910,AT1G04240
AT1G22985,AT1G04240
AT1G44830,AT1G04240
AT1G47870,AT1G04240
AT1G54060,AT1G04240
AT1G61730,AT1G04240
AT1G71130,AT1G04240
AT1G76880,AT1G04240
AT2G22840,AT1G04240
AT2G31230,AT1G04240
AT2G40950,AT1G04240
AT2G44730,AT1G04240
AT2G46270,AT1G04240
AT3G11580,AT1G04240
AT3G19290,AT1G04240
AT4G01120,AT1G04240
AT4G17490,AT1G04240
AT4G25210,AT1G04240
AT4G31550,AT1G04240
AT5G05410,AT1G04240
AT5G06960,AT1G04240
AT5G13330,AT1G04240
AT5G44210,AT1G04240
AT5G47220,AT1G04240
AT5G51990,AT1G04240
AT5G61590,AT1G04240
AT5G61600,AT1G04240
AT5G63790,AT1G04240
AT1G12610,AT1G05710
AT1G61730,AT1G05710
AT1G79180,AT1G05710
AT2G44730,AT1G05710
AT3G28920,AT1G05710
AT5G07680,AT1G05710
AT5G05410,AT1G08320
AT5G47230,AT1G08320
AT1G06070,AT1G09250
AT1G12610,AT1G09250
AT1G47870,AT1G09250
AT1G61730,AT1G09250
AT2G44730,AT1G09250
AT3G19290,AT1G09250
AT3G28920,AT1G09250
AT4G18880,AT1G09250
AT5G05410,AT1G09250
AT5G18830,AT1G09250
AT2G13960,AT1G09540
AT2G44730,AT1G09540
AT3G61890,AT1G09540
AT4G29080,AT1G09540
AT4G37790,AT1G09540
AT5G05410,AT1G09540
AT1G14580,AT1G14580
AT1G47870,AT1G14580
AT1G50600,AT1G14580
AT2G02070,AT1G14580
AT2G21230,AT1G14580
AT2G22760,AT1G14580
AT2G38090,AT1G14580
AT3G11280,AT1G14580
AT4G28140,AT1G14580
AT4G36900,AT1G14580
AT5G37020,AT1G14580
AT5G47220,AT1G14580
AT5G51990,AT1G14580
AT1G22810,AT1G14920
AT1G61730,AT1G14920
AT1G76880,AT1G14920
AT2G40620,AT1G14920
AT2G44730,AT1G14920
AT2G47260,AT1G14920
AT3G19290,AT1G14920
AT3G24050,AT1G14920
AT3G28920,AT1G14920
AT3G54810,AT1G14920
AT4G29080,AT1G14920
AT4G36620,AT1G14920
AT5G05410,AT1G14920
AT5G25830,AT1G14920
AT5G66320,AT1G14920
AT1G07520,AT1G15580
AT1G12610,AT1G15580
AT1G12630,AT1G15580
AT1G47870,AT1G15580
AT1G61730,AT1G15580
AT1G68920,AT1G15580
AT1G69310,AT1G15580
AT2G13960,AT1G15580
AT2G47260,AT1G15580
AT3G25730,AT1G15580
AT3G60490,AT1G15580
AT4G25470,AT1G15580
AT4G36730,AT1G15580
AT5G05410,AT1G15580
AT5G25810,AT1G15580
AT5G25830,AT1G15580
AT5G51990,AT1G15580
AT5G52020,AT1G15580
AT2G23320,AT1G22810
AT2G24570,AT1G22810
AT2G44730,AT1G22810
AT4G31550,AT1G22810
AT1G32640,AT1G29860
AT2G44730,AT1G29860
AT3G62100,AT1G29860
AT1G02340,AT1G34670
AT1G12610,AT1G34670
AT1G12630,AT1G34670
AT1G20910,AT1G34670
AT1G47870,AT1G34670
AT1G54060,AT1G34670
AT1G61730,AT1G34670
AT1G64530,AT1G34670
AT1G71130,AT1G34670
AT2G44730,AT1G34670
AT3G15210,AT1G34670
AT3G60490,AT1G34670
AT4G29080,AT1G34670
AT4G36900,AT1G34670
AT5G05410,AT1G34670
AT5G13330,AT1G34670
AT5G25810,AT1G34670
AT5G44210,AT1G34670
AT5G61890,AT1G34670
AT1G01010,AT1G42990
AT1G12610,AT1G42990
AT1G13960,AT1G42990
AT1G47870,AT1G42990
AT1G54060,AT1G42990
AT1G61730,AT1G42990
AT1G76510,AT1G42990
AT1G76880,AT1G42990
AT2G22840,AT1G42990
AT2G24570,AT1G42990
AT2G44730,AT1G42990
AT3G04070,AT1G42990
AT3G15210,AT1G42990
AT3G18990,AT1G42990
AT3G19290,AT1G42990
AT3G28920,AT1G42990
AT4G26640,AT1G42990
AT4G31550,AT1G42990
AT4G34000,AT1G42990
AT5G05410,AT1G42990
AT5G06960,AT1G42990
AT5G13910,AT1G42990
AT5G44210,AT1G42990
AT5G47220,AT1G42990
AT5G61590,AT1G42990
AT1G12610,AT1G43700
AT1G61730,AT1G43700
AT2G44730,AT1G43700
AT3G28920,AT1G43700
AT1G09530,AT1G50640
AT1G21910,AT1G50640
AT1G47870,AT1G50640
AT1G61730,AT1G50640
AT1G75240,AT1G50640
AT2G44730,AT1G50640
AT3G19290,AT1G50640
AT3G20770,AT1G50640
AT3G26744,AT1G50640
AT3G28920,AT1G50640
AT5G05410,AT1G50640
AT5G13330,AT1G50640
AT5G14340,AT1G50640
AT5G44210,AT1G50640
AT5G59450,AT1G50640
AT1G09530,AT1G51600
AT1G12610,AT1G51600
AT1G61730,AT1G51600
AT2G44730,AT1G51600
AT3G19290,AT1G51600
AT4G37790,AT1G51600
AT5G62610,AT1G51600
AT1G12610,AT1G58220
AT1G47870,AT1G58220
AT1G50640,AT1G58220
AT1G54060,AT1G58220
AT1G61730,AT1G58220
AT1G71130,AT1G58220
AT1G76880,AT1G58220
AT2G31230,AT1G58220
AT2G38950,AT1G58220
AT2G44730,AT1G58220
AT3G15210,AT1G58220
AT4G17490,AT1G58220
AT5G05410,AT1G58220
AT5G06960,AT1G58220
AT5G13330,AT1G58220
AT5G44210,AT1G58220
AT5G47220,AT1G58220
AT5G47230,AT1G58220
AT5G61590,AT1G58220
AT1G03840,AT1G69490
AT1G08970,AT1G69490
AT1G12610,AT1G69490
AT1G14580,AT1G69490
AT1G47870,AT1G69490
AT1G54830,AT1G69490
AT1G56170,AT1G69490
AT1G68840,AT1G69490
AT1G68920,AT1G69490
AT1G69600,AT1G69490
AT2G02070,AT1G69490
AT2G22760,AT1G69490
AT3G19290,AT1G69490
AT3G42790,AT1G69490
AT4G37790,AT1G69490
AT4G39070,AT1G69490
AT5G06960,AT1G69490
AT5G18560,AT1G69490
AT5G44160,AT1G69490
AT5G44210,AT1G69490
AT5G65310,AT1G69490
AT1G12610,AT1G69600
AT1G22640,AT1G69600
AT1G47870,AT1G69600
AT1G61730,AT1G69600
AT1G69310,AT1G69600
AT1G71130,AT1G69600
AT1G76880,AT1G69600
AT2G44730,AT1G69600
AT3G14180,AT1G69600
AT3G15210,AT1G69600
AT3G19290,AT1G69600
AT3G28920,AT1G69600
AT3G60530,AT1G69600
AT4G01120,AT1G69600
AT4G29080,AT1G69600
AT5G05410,AT1G69600
AT5G44210,AT1G69600
AT5G47220,AT1G69600
AT5G61590,AT1G69600
AT1G12610,AT1G71130
AT1G21910,AT1G71130
AT1G47870,AT1G71130
AT1G71130,AT1G71130
AT2G40950,AT1G71130
AT2G44730,AT1G71130
AT3G24120,AT1G71130
AT3G25730,AT1G71130
AT5G05410,AT1G71130
AT5G06960,AT1G71130
AT1G47870,AT1G72360
AT1G61730,AT1G72360
AT1G76880,AT1G72360
AT1G78600,AT1G72360
AT2G44730,AT1G72360
AT3G16870,AT1G72360
AT1G21910,AT1G77450
AT1G61730,AT1G77450
AT2G23290,AT1G77450
AT2G44730,AT1G77450
AT3G23050,AT1G77450
AT3G24050,AT1G77450
AT3G53340,AT1G77450
AT4G34680,AT1G77450
AT5G43700,AT1G77450
AT1G21910,AT1G80590
AT1G61730,AT1G80590
AT1G66230,AT1G80590
AT2G23290,AT1G80590
AT2G44730,AT1G80590
AT3G23050,AT1G80590
AT3G25730,AT1G80590
AT3G53340,AT1G80590
AT4G36730,AT1G80590
AT5G25830,AT1G80590
AT5G43700,AT1G80590
AT1G15580,AT1G80840
AT1G27730,AT1G80840
AT1G47870,AT1G80840
AT1G61730,AT1G80840
AT1G71130,AT1G80840
AT1G73730,AT1G80840
AT2G23320,AT1G80840
AT2G30590,AT1G80840
AT2G31230,AT1G80840
AT2G46270,AT1G80840
AT3G28920,AT1G80840
AT4G31550,AT1G80840
AT5G06960,AT1G80840
AT1G78600,AT2G13960
AT3G50060,AT2G13960
AT5G05410,AT2G13960
